duration,startDate,startStation,endDate,endStation,bike,subscription,,startPos,endPos
0h 10m 15s,12/24/2012 12:02:00,Adams Mill & Columbia Rd NW,12/24/2012 12:12:00,Connecticut Ave & Newark St NW / Cleveland Park,W01059,Subscriber,,38.922925:-77.042581:68.37871253446838,38.934267:-77.057979:39.20863122504493
0h 9m 11s,12/24/2012 12:01:00,11th & Kenyon St NW,12/24/2012 12:10:00,15th & P St NW,W00699,Subscriber,,38.929464:-77.027822:92.01130734735739,38.90985:-77.034438:33.998461323854
0h 6m 31s,12/24/2012 12:00:00,13th & D St NE,12/24/2012 12:07:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W20062,Subscriber,,38.894832:-76.987633:4.104315015422677,38.884:-76.995397:2.693865796764305
1h 7m 31s,12/24/2012 12:00:00,M St & Pennsylvania Ave NW,12/24/2012 13:08:00,17th & Corcoran St NW,W01159,Casual,,38.905126:-77.056887:20.269144627354528,38.9121:-77.0387:10.021915253929913
0h 4m 22s,12/24/2012 11:59:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,12/24/2012 12:04:00,14th & D St SE,W00554,Subscriber,,38.884:-76.995397:2.693865796764305,38.884:-76.9861:63.56484490552471
1h 8m 5s,12/24/2012 12:00:00,M St & Pennsylvania Ave NW,12/24/2012 13:08:00,17th & Corcoran St NW,W20197,Casual,,38.905126:-77.056887:20.269144627354528,38.9121:-77.0387:10.021915253929913
0h 2m 1s,12/23/2012 16:38:00,23rd & Crystal Dr,12/23/2012 16:40:00,Crystal City Metro / 18th & Bell St,w00461,Subscriber,,38.8533:-77.0498:4.787567188597041,38.8573:-77.0511:78.87022785117709
0h 3m 2s,12/23/2012 16:38:00,Thomas Circle,12/23/2012 16:41:00,15th & P St NW,W01351,Subscriber,,38.9059:-77.0325:87.29941591534198,38.90985:-77.034438:33.998461323854
0h 45m 25s,12/23/2012 16:38:00,Smithsonian / Jefferson Dr & 12th St SW,12/23/2012 17:24:00,12th & Army Navy Dr,W20906,Casual,,38.888767:-77.02858:85.26230168004004,38.8629:-77.0528:7.307843572917494
0h 45m 9s,12/23/2012 16:39:00,Smithsonian / Jefferson Dr & 12th St SW,12/23/2012 17:24:00,12th & Army Navy Dr,W00136,Casual,,38.888767:-77.02858:85.26230168004004,38.8629:-77.0528:7.307843572917494
0h 12m 35s,12/23/2012 16:37:00,8th & F St NW / National Portrait Gallery,12/23/2012 16:49:00,Smithsonian / Jefferson Dr & 12th St SW,W00767,Subscriber,,38.897003:-77.022996:75.64089537270223,38.888767:-77.02858:85.26230168004004
0h 22m 0s,12/23/2012 16:37:00,C & O Canal & Wisconsin Ave NW,12/23/2012 16:59:00,Maryland & Independence Ave SW,W00910,Subscriber,,38.90375:-77.06269:37.21185511312615,38.887299:-77.018939:16.87182147881584
0h 13m 8s,12/23/2012 16:36:00,8th & F St NW / National Portrait Gallery,12/23/2012 16:49:00,Smithsonian / Jefferson Dr & 12th St SW,W00177,Subscriber,,38.897003:-77.022996:75.64089537270223,38.888767:-77.02858:85.26230168004004
0h 5m 2s,12/23/2012 16:35:00,Georgia & New Hampshire Ave NW,12/23/2012 16:40:00,Park Rd & Holmead Pl NW,W00701,Subscriber,,38.936043:-77.024649:4.096833069823336,38.9308:-77.0315:83.7204280632172
0h 14m 40s,12/23/2012 16:35:00,3000 Connecticut Ave NW / National Zoo,12/23/2012 16:50:00,Van Ness Metro / UDC,W00997,Subscriber,,38.930282:-77.055599:54.266138477437366,38.944551:-77.063896:31.901624571138008
2h 8m 7s,12/23/2012 16:36:00,Maryland & Independence Ave SW,12/23/2012 18:44:00,Jefferson Dr & 14th St SW,W20193,Casual,,38.887299:-77.018939:16.87182147881584,38.888553:-77.032429:65.4503364708893
1h 9m 21s,12/23/2012 10:35:00,Van Ness Metro / UDC,12/23/2012 11:45:00,Van Ness Metro / UDC,W01012,Casual,,38.944551:-77.063896:31.901624571138008,38.944551:-77.063896:31.901624571138008
0h 4m 36s,12/23/2012 10:34:00,Calvert St & Woodley Pl NW,12/23/2012 10:39:00,Columbia Rd & Belmont St NW,W01176,Subscriber,,38.9236:-77.0501:0.920886146520217,38.920669:-77.04368:20.582944739960553
0h 3m 15s,12/23/2012 10:33:00,Adams Mill & Columbia Rd NW,12/23/2012 10:37:00,20th St & Florida Ave NW,W00420,Subscriber,,38.922925:-77.042581:68.37871253446838,38.9154:-77.0446:2.194542440324043
0h 6m 34s,12/23/2012 10:33:00,17th & Rhode Island Ave NW,12/23/2012 10:40:00,Metro Center / 12th & G St NW,W01286,Subscriber,,38.906602:-77.038785:95.2780204067158,38.898364:-77.027869:10.131369063133011
0h 22m 45s,12/23/2012 10:33:00,Columbia Rd & Georgia Ave NW,12/23/2012 10:56:00,C & O Canal & Wisconsin Ave NW,W00161,Subscriber,,38.928156:-77.02344:85.05503179183836,38.90375:-77.06269:37.21185511312615
0h 21m 30s,12/23/2012 10:32:00,19th St & Constitution Ave NW,12/23/2012 10:53:00,Lincoln Memorial,W01245,Casual,,38.8923:-77.0436:28.267586247005305,38.888251:-77.049426:43.85899341211326
0h 21m 32s,12/23/2012 10:32:00,19th St & Constitution Ave NW,12/23/2012 10:53:00,Lincoln Memorial,W00831,Casual,,38.8923:-77.0436:28.267586247005305,38.888251:-77.049426:43.85899341211326
0h 17m 58s,12/23/2012 10:31:00,Jefferson Dr & 14th St SW,12/23/2012 10:49:00,4th & East Capitol St NE,W20114,Casual,,38.888553:-77.032429:65.4503364708893,38.889955:-77.000349:73.17175884869012
0h 2m 52s,12/22/2012 15:05:00,16th & Harvard St NW,12/22/2012 15:08:00,Lamont & Mt Pleasant NW,W00197,Subscriber,,38.926088:-77.036536:48.16606704314131,38.9319:-77.0388:78.41949054594932
0h 9m 55s,12/22/2012 15:04:00,14th & Harvard St NW,12/22/2012 15:14:00,Massachusetts Ave & Dupont Circle NW,W01425,Subscriber,,38.9268:-77.0322:84.14891391553977,38.9101:-77.0444:0.037382486137694
0h 5m 56s,12/22/2012 15:04:00,11th & H St NE,12/22/2012 15:10:00,Columbus Circle / Union Station,W01484,Subscriber,,38.899983:-76.991383:7.488981514264703,38.89696:-77.00493:44.30198563043943
0h 11m 54s,12/22/2012 15:03:00,3000 Connecticut Ave NW / National Zoo,12/22/2012 15:15:00,15th & P St NW,W01021,Subscriber,,38.930282:-77.055599:54.266138477437366,38.90985:-77.034438:33.998461323854
0h 4m 55s,12/22/2012 15:03:00,Florida Ave & R St NW,12/22/2012 15:08:00,7th & R St NW / Shaw Library,W01302,Subscriber,,38.9126:-77.0135:40.49634722878266,38.912719:-77.022155:3.417683539036287
0h 2m 50s,12/22/2012 15:03:00,12th & L St NW,12/22/2012 15:06:00,Metro Center / 12th & G St NW,W00572,Subscriber,,38.903819:-77.0284:98.78030916899544,38.898364:-77.027869:10.131369063133011
0h 6m 16s,12/22/2012 15:02:00,Columbia Rd & Belmont St NW,12/22/2012 15:09:00,14th & R St NW,W01132,Subscriber,,38.920669:-77.04368:20.582944739960553,38.912682:-77.031681:9.366245709469068
0h 5m 8s,12/22/2012 15:02:00,3rd & H St NE,12/22/2012 15:07:00,1st & M St NE,W00853,Subscriber,,38.900017:-77.001967:59.61964274257902,38.9057:-77.0056:10.066673718983665
0h 8m 20s,12/22/2012 0:29:00,Clarendon Blvd & N Fillmore St,12/22/2012 0:38:00,Lynn & 19th St North,W00648,Subscriber,,38.8881:-77.09308:87.90250310817711,38.897315:-77.070993:37.12589158880336
0h 18m 54s,12/22/2012 0:28:00,17th & Corcoran St NW,12/22/2012 0:47:00,1st & K St SE,w00223,Subscriber,,38.9121:-77.0387:10.021915253929913,38.87861:-77.006004:87.18172362182544
0h 11m 28s,12/22/2012 0:26:00,13th & H St NE,12/22/2012 0:38:00,14th & D St SE,W00539,Subscriber,,38.9003:-76.9882:62.62217389396753,38.884:-76.9861:63.56484490552471
0h 8m 8s,12/22/2012 0:25:00,14th & R St NW,12/22/2012 0:33:00,17th & K St NW / Farragut Square,W01327,Subscriber,,38.912682:-77.031681:9.366245709469068,38.902061:-77.038322:88.6546677538348
0h 19m 36s,12/22/2012 0:24:00,17th & K St NW [formerly 17th & L St NW],12/22/2012 0:43:00,11th & Kenyon St NW,W00119,Subscriber,,38.90276:-77.03863:82.23796582632403,38.929464:-77.027822:92.01130734735739
0h 5m 41s,12/22/2012 0:21:00,Crystal City Metro / 18th & Bell St,12/22/2012 0:26:00,Potomac Ave & 35th St S,W00827,Subscriber,,38.8573:-77.0511:78.87022785117709,38.844015:-77.050537:24.47120109516092
0h 5m 43s,12/22/2012 0:21:00,Crystal City Metro / 18th & Bell St,12/22/2012 0:26:00,Potomac Ave & 35th St S,W00333,Subscriber,,38.8573:-77.0511:78.87022785117709,38.844015:-77.050537:24.47120109516092
0h 8m 13s,12/22/2012 0:18:00,14th & Rhode Island Ave NW,12/22/2012 0:26:00,Massachusetts Ave & Dupont Circle NW,W20095,Subscriber,,38.9086:-77.0323:44.521598782119085,38.9101:-77.0444:0.037382486137694
0h 2m 27s,12/22/2012 0:13:00,8th & H St NW,12/22/2012 0:15:00,Metro Center / 12th & G St NW,W01179,Subscriber,,38.8997:-77.023086:50.458513601911925,38.898364:-77.027869:10.131369063133011
0h 30m 45s,12/22/2012 0:12:00,US Dept of State / Virginia Ave & 21st St NW,12/22/2012 0:43:00,4th & M St SW,W20034,Subscriber,,38.894919:-77.046587:6.033718764139206,38.8767:-77.0178:2.120123600700363
0h 8m 11s,12/21/2012 17:04:00,25th St & Pennsylvania Ave NW,12/21/2012 17:12:00,Massachusetts Ave & Dupont Circle NW,W00969,Subscriber,,38.903827:-77.053485:91.2733048781764,38.9101:-77.0444:0.037382486137694
0h 7m 50s,12/21/2012 17:03:00,Columbia Rd & Georgia Ave NW,12/21/2012 17:11:00,Columbia Rd & Belmont St NW,W00446,Subscriber,,38.928156:-77.02344:85.05503179183836,38.920669:-77.04368:20.582944739960553
0h 6m 53s,12/21/2012 17:03:00,Crystal City Metro / 18th & Bell St,12/21/2012 17:10:00,S Glebe & Potomac Ave,W00050,Subscriber,,38.8573:-77.0511:78.87022785117709,38.8426:-77.0502:27.141676511397293
0h 4m 32s,12/21/2012 17:03:00,15th & P St NW,12/21/2012 17:07:00,17th & Rhode Island Ave NW,W20880,Subscriber,,38.90985:-77.034438:33.998461323854,38.906602:-77.038785:95.2780204067158
0h 11m 4s,12/21/2012 17:02:00,C & O Canal & Wisconsin Ave NW,12/21/2012 17:13:00,Massachusetts Ave & Dupont Circle NW,W00931,Subscriber,,38.90375:-77.06269:37.21185511312615,38.9101:-77.0444:0.037382486137694
0h 5m 18s,12/21/2012 17:03:00,20th & O St NW / Dupont South,12/21/2012 17:08:00,25th St & Pennsylvania Ave NW,W00281,Casual,,38.908905:-77.04478:5.379990418676794,38.903827:-77.053485:91.2733048781764
0h 6m 47s,12/21/2012 17:02:00,17th & K St NW / Farragut Square,12/21/2012 17:09:00,12th & L St NW,W00269,Subscriber,,38.902061:-77.038322:88.6546677538348,38.903819:-77.0284:98.78030916899544
0h 5m 22s,12/21/2012 13:05:00,8th & Eye St SE / Barracks Row,12/21/2012 13:11:00,M St & New Jersey Ave SE,W01084,Subscriber,,38.8792:-76.9953:71.9617949354179,38.8763:-77.0037:57.89359248493322
0h 16m 57s,12/21/2012 13:05:00,8th & F St NW / National Portrait Gallery,12/21/2012 13:22:00,20th & E St NW,W00547,Subscriber,,38.897003:-77.022996:75.64089537270223,38.8963:-77.045:98.52259364350951
0h 7m 54s,12/21/2012 13:04:00,Crystal City Metro / 18th & Bell St,12/21/2012 13:11:00,S Glebe & Potomac Ave,W00450,Subscriber,,38.8573:-77.0511:78.87022785117709,38.8426:-77.0502:27.141676511397293
0h 8m 39s,12/21/2012 13:03:00,18th St & Pennsylvania Ave NW,12/21/2012 13:12:00,15th & P St NW,W01419,Subscriber,,38.89968:-77.041539:22.059038524876794,38.90985:-77.034438:33.998461323854
0h 12m 54s,12/21/2012 13:03:00,17th & K St NW [formerly 17th & L St NW],12/21/2012 13:16:00,Jefferson Dr & 14th St SW,W00428,Subscriber,,38.90276:-77.03863:82.23796582632403,38.888553:-77.032429:65.4503364708893
0h 4m 32s,12/21/2012 13:03:00,18th & M St NW,12/21/2012 13:07:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],W00564,Subscriber,,38.904742:-77.041606:97.94256624193794,38.91554:-77.03818:98.06925223097663
0h 5m 41s,12/21/2012 8:39:00,14th & V St NW,12/21/2012 8:45:00,15th & P St NW,W01353,Subscriber,,38.9176:-77.0321:66.63283867035868,38.90985:-77.034438:33.998461323854
0h 14m 41s,12/21/2012 8:39:00,14th & Harvard St NW,12/21/2012 8:54:00,21st & M St NW,W00451,Subscriber,,38.9268:-77.0322:84.14891391553977,38.9054:-77.0471:24.384959716566712
0h 0m 56s,12/21/2012 8:39:00,Crystal City Metro / 18th & Bell St,12/21/2012 8:40:00,20th & Bell St,W01292,Subscriber,,38.8573:-77.0511:78.87022785117709,38.8561:-77.0512:17.70497474646966
0h 10m 54s,12/21/2012 8:39:00,Florida Ave & R St NW,12/21/2012 8:50:00,18th & M St NW,W20073,Subscriber,,38.9126:-77.0135:40.49634722878266,38.904742:-77.041606:97.94256624193794
0h 7m 27s,12/21/2012 8:38:00,Thomas Circle,12/21/2012 8:46:00,19th St & Pennsylvania Ave NW,W20026,Subscriber,,38.9059:-77.0325:87.29941591534198,38.9003:-77.0429:77.47903819820068
0h 5m 44s,12/21/2012 8:38:00,D St & Maryland Ave NE,12/21/2012 8:44:00,Eastern Market / 7th & North Carolina Ave SE,W00536,Subscriber,,38.894758:-76.997114:28.809089128566935,38.886952:-76.996806:36.96767879185785
0h 13m 15s,12/21/2012 8:38:00,California St & Florida Ave NW,12/21/2012 8:51:00,C & O Canal & Wisconsin Ave NW,W00521,Subscriber,,38.917761:-77.04062:31.782494645373603,38.90375:-77.06269:37.21185511312615
0h 2m 9s,12/21/2012 8:38:00,25th St & Pennsylvania Ave NW,12/21/2012 8:40:00,22nd & I St NW / Foggy Bottom,W00019,Subscriber,,38.903827:-77.053485:91.2733048781764,38.90088:-77.048911:66.08616193116573
0h 14m 48s,12/21/2012 8:38:00,Georgia & New Hampshire Ave NW,12/21/2012 8:53:00,Massachusetts Ave & Dupont Circle NW,W00336,Subscriber,,38.936043:-77.024649:4.096833069823336,38.9101:-77.0444:0.037382486137694
0h 11m 32s,12/20/2012 18:36:00,12th & L St NW,12/20/2012 18:48:00,North Capitol St & F St NW,W00898,Subscriber,,38.903819:-77.0284:98.78030916899544,38.897446:-77.009888:33.10724318681378
0h 8m 14s,12/20/2012 18:36:00,11th & Kenyon St NW,12/20/2012 18:44:00,Columbia Rd & Belmont St NW,W00123,Subscriber,,38.929464:-77.027822:92.01130734735739,38.920669:-77.04368:20.582944739960553
0h 7m 40s,12/20/2012 18:36:00,15th & P St NW,12/20/2012 18:44:00,14th & V St NW,W01420,Subscriber,,38.90985:-77.034438:33.998461323854,38.9176:-77.0321:66.63283867035868
0h 6m 25s,12/20/2012 18:35:00,Ballston Metro / N Stuart & 9th St N,12/20/2012 18:42:00,George Mason Dr & Wilson Blvd,W20929,Subscriber,,38.881044:-77.111768:51.64479864395162,38.87887:-77.1207:31.596508785611345
0h 10m 3s,12/20/2012 18:35:00,4th & D St NW / Judiciary Square,12/20/2012 18:45:00,4th & East Capitol St NE,W01343,Subscriber,,38.895344:-77.016106:63.901448503844094,38.889955:-77.000349:73.17175884869012
0h 9m 8s,12/20/2012 18:35:00,8th & H St NW,12/20/2012 18:44:00,15th & P St NW,W01018,Subscriber,,38.8997:-77.023086:50.458513601911925,38.90985:-77.034438:33.998461323854
0h 13m 35s,12/20/2012 18:35:00,7th & R St NW / Shaw Library,12/20/2012 18:49:00,6th & H St NE,W00517,Subscriber,,38.912719:-77.022155:3.417683539036287,38.900384:-76.99831:60.664354055650435
0h 3m 44s,12/20/2012 18:35:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],12/20/2012 18:38:00,Massachusetts Ave & Dupont Circle NW,W20089,Subscriber,,38.91554:-77.03818:98.06925223097663,38.9101:-77.0444:0.037382486137694
0h 4m 3s,12/20/2012 18:34:00,15th St & Massachusetts Ave SE,12/20/2012 18:39:00,Potomac & Pennsylvania Ave SE,W00675,Subscriber,,38.88732:-76.983569:78.88116749562222,38.8803:-76.9862:22.53125949534075
0h 6m 3s,12/20/2012 18:34:00,19th & K St NW,12/20/2012 18:40:00,Massachusetts Ave & Dupont Circle NW,W01347,Subscriber,,38.902204:-77.04337:0.089460381603101,38.9101:-77.0444:0.037382486137694
0h 3m 16s,12/20/2012 16:07:00,21st & M St NW,12/20/2012 16:10:00,Massachusetts Ave & Dupont Circle NW,W00653,Subscriber,,38.9054:-77.0471:24.384959716566712,38.9101:-77.0444:0.037382486137694
0h 10m 8s,12/20/2012 16:07:00,Smithsonian / Jefferson Dr & 12th St SW,12/20/2012 16:17:00,Columbus Circle / Union Station,W01407,Subscriber,,38.888767:-77.02858:85.26230168004004,38.89696:-77.00493:44.30198563043943
0h 5m 56s,12/20/2012 16:06:00,4th & East Capitol St NE,12/20/2012 16:12:00,North Capitol St & F St NW,W20910,Subscriber,,38.889955:-77.000349:73.17175884869012,38.897446:-77.009888:33.10724318681378
0h 4m 27s,12/20/2012 16:06:00,14th & Rhode Island Ave NW,12/20/2012 16:11:00,15th & K St NW,W00364,Subscriber,,38.9086:-77.0323:44.521598782119085,38.902:-77.03353:5.130581938240663
0h 9m 55s,12/20/2012 16:06:00,14th & Rhode Island Ave NW,12/20/2012 16:16:00,M St & Pennsylvania Ave NW,W00204,Subscriber,,38.9086:-77.0323:44.521598782119085,38.905126:-77.056887:20.269144627354528
0h 6m 32s,12/20/2012 16:05:00,18th & M St NW,12/20/2012 16:12:00,14th & Rhode Island Ave NW,W00292,Subscriber,,38.904742:-77.041606:97.94256624193794,38.9086:-77.0323:44.521598782119085
0h 9m 25s,12/20/2012 16:05:00,M St & New Jersey Ave SE,12/20/2012 16:15:00,4th & E St SW,W01280,Subscriber,,38.8763:-77.0037:57.89359248493322,38.88412:-77.017445:25.217931222451952
0h 20m 4s,12/20/2012 16:05:00,20th & L St NW,12/20/2012 16:25:00,Convention Center / 7th & M St NW,W00579,Subscriber,,38.903584:-77.044789:44.761686167727746,38.90572:-77.022264:45.58029852544275
0h 3m 51s,12/20/2012 16:05:00,California St & Florida Ave NW,12/20/2012 16:09:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],W00836,Casual,,38.917761:-77.04062:31.782494645373603,38.91554:-77.03818:98.06925223097663
0h 2m 46s,12/20/2012 11:39:00,17th & Corcoran St NW,12/20/2012 11:42:00,17th & Rhode Island Ave NW,W20976,Subscriber,,38.9121:-77.0387:10.021915253929913,38.906602:-77.038785:95.2780204067158
0h 12m 51s,12/20/2012 11:40:00,18th St & Pennsylvania Ave NW,12/20/2012 11:53:00,Thomas Circle,W00783,Casual,,38.89968:-77.041539:22.059038524876794,38.9059:-77.0325:87.29941591534198
0h 14m 53s,12/20/2012 11:38:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,12/20/2012 11:53:00,4th & D St NW / Judiciary Square,W00861,Subscriber,,38.884:-76.995397:2.693865796764305,38.895344:-77.016106:63.901448503844094
0h 3m 36s,12/20/2012 11:38:00,Court House Metro / Wilson Blvd & N Uhle St,12/20/2012 11:41:00,Clarendon Blvd & Pierce St,W00776,Subscriber,,38.891696:-77.0846:61.560015425285386,38.893648:-77.076701:16.384461750404334
0h 6m 54s,12/20/2012 11:37:00,Thomas Circle,12/20/2012 11:44:00,20th & L St NW,W01393,Subscriber,,38.9059:-77.0325:87.29941591534198,38.903584:-77.044789:44.761686167727746
0h 5m 0s,12/20/2012 11:37:00,M St & Pennsylvania Ave NW,12/20/2012 11:42:00,20th & O St NW / Dupont South,W20095,Subscriber,,38.905126:-77.056887:20.269144627354528,38.908905:-77.04478:5.379990418676794
0h 2m 24s,12/20/2012 11:37:00,Massachusetts Ave & Dupont Circle NW,12/20/2012 11:39:00,17th & Corcoran St NW,W00357,Subscriber,,38.9101:-77.0444:0.037382486137694,38.9121:-77.0387:10.021915253929913
0h 2m 59s,12/20/2012 11:37:00,8th & H St NW,12/20/2012 11:40:00,5th St & K St NW,W01202,Subscriber,,38.8997:-77.023086:50.458513601911925,38.90304:-77.019027:24.695755218818082
0h 6m 35s,12/20/2012 11:37:00,D St & Maryland Ave NE,12/20/2012 11:43:00,3rd & D St SE,W00260,Subscriber,,38.894758:-76.997114:28.809089128566935,38.8851:-77.0023:73.06937424895365
0h 6m 29s,12/20/2012 8:21:00,15th & P St NW,12/20/2012 8:28:00,Metro Center / 12th & G St NW,W01396,Subscriber,,38.90985:-77.034438:33.998461323854,38.898364:-77.027869:10.131369063133011
0h 14m 1s,12/20/2012 8:21:00,13th & H St NE,12/20/2012 8:35:00,L'Enfant Plaza / 7th & C St SW,W20933,Subscriber,,38.9003:-76.9882:62.62217389396753,38.886266:-77.022241:76.56102367806851
0h 10m 18s,12/20/2012 8:21:00,24th & N St NW,12/20/2012 8:32:00,Thomas Circle,W00480,Subscriber,,38.9066:-77.05152:37.77362678578046,38.9059:-77.0325:87.29941591534198
0h 11m 5s,12/20/2012 8:21:00,11th & H St NE,12/20/2012 8:32:00,Maryland & Independence Ave SW,W00849,Subscriber,,38.899983:-76.991383:7.488981514264703,38.887299:-77.018939:16.87182147881584
0h 0m 20s,12/20/2012 8:21:00,11th & Kenyon St NW,12/20/2012 8:21:00,11th & Kenyon St NW,W01081,Subscriber,,38.929464:-77.027822:92.01130734735739,38.929464:-77.027822:92.01130734735739
0h 13m 33s,12/20/2012 8:21:00,Columbus Circle / Union Station,12/20/2012 8:34:00,M St & New Jersey Ave SE,W01321,Subscriber,,38.89696:-77.00493:44.30198563043943,38.8763:-77.0037:57.89359248493322
0h 16m 29s,12/20/2012 8:21:00,20th & O St NW / Dupont South,12/20/2012 8:37:00,Maryland & Independence Ave SW,W00972,Subscriber,,38.908905:-77.04478:5.379990418676794,38.887299:-77.018939:16.87182147881584
0h 4m 9s,12/20/2012 8:20:00,D St & Maryland Ave NE,12/20/2012 8:25:00,Columbus Circle / Union Station,W20113,Subscriber,,38.894758:-76.997114:28.809089128566935,38.89696:-77.00493:44.30198563043943
0h 4m 37s,12/19/2012 21:59:00,22nd & I St NW / Foggy Bottom,12/19/2012 22:03:00,17th & K St NW / Farragut Square,W00456,Subscriber,,38.90088:-77.048911:66.08616193116573,38.902061:-77.038322:88.6546677538348
0h 18m 53s,12/19/2012 21:58:00,14th & V St NW,12/19/2012 22:17:00,Connecticut Ave & Newark St NW / Cleveland Park,W01319,Subscriber,,38.9176:-77.0321:66.63283867035868,38.934267:-77.057979:39.20863122504493
0h 6m 30s,12/19/2012 21:57:00,Adams Mill & Columbia Rd NW,12/19/2012 22:04:00,17th & Corcoran St NW,W00443,Subscriber,,38.922925:-77.042581:68.37871253446838,38.9121:-77.0387:10.021915253929913
0h 15m 38s,12/19/2012 21:57:00,Massachusetts Ave & Dupont Circle NW,12/19/2012 22:12:00,Park Rd & Holmead Pl NW,W01171,Subscriber,,38.9101:-77.0444:0.037382486137694,38.9308:-77.0315:83.7204280632172
0h 6m 53s,12/19/2012 21:56:00,Massachusetts Ave & Dupont Circle NW,12/19/2012 22:03:00,20th & E St NW,W00541,Subscriber,,38.9101:-77.0444:0.037382486137694,38.8963:-77.045:98.52259364350951
